----------------------------oping (cycle)
's': Emergency Stop and reset
cted single cycle time: 0m 8s 100ms
Available commands:
'l': Start continuous looping (cycle)
's': Emergency Stop and reset
-------------------------------------
4D Phantom Controller Initializing...
Expected single cycle time: 0m 8s 100ms
Available commands:
'l': Start continuous looping (cycle)
's': Emergency Stop and reset
Starting 4-axis synchronized cycle loop...
Time(ms), M1(SI) Target Steps, M2(Lat) Target Steps, M3(AP) Target Steps, M4(Chest) Target Steps, M3 Encoder Steps
76654, 86, 379, -228, 555, -125
76755, 88, 380, -223, 510, -117
76856, 90, 381, -217, 450, -109
76957, 92, 382, -211, 390, -99
77058, 94, 383, -206, 360, -90
77159, 96, 384, -200, 330, -81
77260, 79, 346, -177, 300, -73
77361, 62, 308, -154, 270, -66
77462, 45, 270, -131, 240, -59
77563, 28, 232, -108, 210, -52
77664, 11, 194, -84, 180, -45
77765, -6, 156, -61, 150, -39
77867, -23, 118, -38, 125, -33
77968, -40, 80, -15, 100, -27
78069, -35, 70, -13, 80, -21
78170, -30, 60, -11, 60, -16
78271, -25, 50, -9, 45, -12
78372, -20, 40, -8, 30, -8
78473, -15, 30, -6, 20, -5
78574, -10, 20, -4, 10, -2
78675, 0, 0, 0, 0, 0
78776, -5, 31, -1, 10, -1
78877, -10, 62, -1, 20, -3
78978, -15, 93, -2, 35, -6
79079, -20, 124, -3, 50, -9
79180, -25, 155, -3, 70, -12
79281, -30, 186, -4, 90, -16
79382, -35, 217, -4, 110, -20
79483, -40, 248, -5, 130, -23
79584, -44, 258, -16, 155, -28
79685, -48, 268, -28, 180, -32
79787, -52, 278, -39, 210, -37
79888, -56, 288, -50, 240, -42
79989, -60, 298, -61, 270, -48
80090, -64, 308, -73, 300, -53
80191, -68, 318, -84, 320, -59
80292, -72, 328, -95, 340, -64
80393, -51, 327, -102, 365, -68
80494, -30, 326, -109, 390, -73
80595, -9, 325, -116, 420, -78
80696, 12, 324, -123, 450, -84
80797, 33, 323, -129, 485, -90
80898, 54, 322, -136, 520, -96
80999, 75, 321, -143, 565, -102
81100, 96, 320, -150, 610, -110
81201, 85, 321, -189, 635, -117
81302, 74, 322, -229, 660, -123
81403, 63, 323, -268, 680, -129
81504, 52, 324, -308, 700, -135
81605, 41, 325, -347, 715, -139
81707, 30, 326, -386, 730, -143
81808, 19, 327, -426, 740, -147
81909, 8, 328, -465, 750, -149
82010, 10, 341, -459, 770, -152
82112, 12, 354, -453, 790, -156
82213, 14, 367, -446, 800, -159
82314, 16, 380, -440, 810, -161
82415, 18, 393, -434, 815, -163
82516, 20, 406, -428, 820, -164
82618, 22, 419, -421, 825, -165
82719, 24, 432, -415, 830, -166
82820, 20, 430, -351, 840, -168
82921, 16, 428, -288, 850, -170
83022, 12, 426, -224, 855, -171
83123, 8, 424, -160, 860, -172
83224, 4, 422, -96, 865, -173
83325, 0, 420, -33, 870, -174
83426, -4, 418, 31, 880, -176
83527, -8, 416, 95, 890, -178
83628, -8, 416, 95, 890, -178
83729, -8, 416, 95, 890, -178
83830, 3, 411, 53, 875, -176
83931, 14, 406, 10, 860, -173
84032, 25, 401, -33, 840, -170
84133, 36, 396, -75, 820, -166
84234, 47, 391, -118, 795, -162
84335, 58, 386, -160, 770, -158
84436, 69, 381, -203, 735, -153
84538, 80, 376, -245, 700, -147
84639, 82, 377, -239, 650, -141
84740, 84, 378, -234, 600, -133
84841, 86, 379, -228, 555, -125
84942, 88, 380, -223, 510, -117
85043, 90, 381, -217, 450, -109
85144, 92, 382, -211, 390, -99
85245, 94, 383, -206, 360, -90
85346, 96, 384, -200, 330, -81
85447, 79, 346, -177, 300, -73
85548, 62, 308, -154, 270, -66
85650, 45, 270, -131, 240, -59
85751, 28, 232, -108, 210, -52
85852, 11, 194, -84, 180, -45
85953, -6, 156, -61, 150, -39
86054, -23, 118, -38, 125, -32
86156, -40, 80, -15, 100, -27
86257, -35, 70, -13, 80, -21
86358, -30, 60, -11, 60, -16
86459, -25, 50, -9, 45, -12
86560, -20, 40, -8, 30, -8
86661, -15, 30, -6, 20, -5
86762, -10, 20, -4, 10, -2
86863, 0, 0, 0, 0, 0
86964, -5, 31, -1, 10, 0
87065, -10, 62, -1, 20, -3
87166, -15, 93, -2, 35, -6
87268, -20, 124, -3, 50, -9
87369, -25, 155, -3, 70, -12
87470, -30, 186, -4, 90, -16
87571, -35, 217, -4, 110, -20
87672, -40, 248, -5, 130, -23
87773, -44, 258, -16, 155, -27
87874, -48, 268, -28, 180, -32
87975, -52, 278, -39, 210, -37
88076, -56, 288, -50, 240, -42
88177, -60, 298, -61, 270, -48
88278, -64, 308, -73, 300, -53
88379, -68, 318, -84, 320, -59
88480, -72, 328, -95, 340, -64
88581, -51, 327, -102, 365, -68
88682, -30, 326, -109, 390, -73
88783, -9, 325, -116, 420, -78
88884, 12, 324, -123, 450, -84
88985, 33, 323, -129, 485, -90
89086, 54, 322, -136, 520, -96
89188, 75, 321, -143, 565, -102
89289, 96, 320, -150, 610, -110
89390, 85, 321, -189, 635, -117
89491, 74, 322, -229, 660, -123
89592, 63, 323, -268, 680, -129
89693, 52, 324, -308, 700, -135
89794, 41, 325, -347, 715, -139
89895, 30, 326, -386, 730, -143
89996, 19, 327, -426, 740, -147
90097, 8, 328, -465, 750, -149
90198, 10, 341, -459, 770, -152
90299, 12, 354, -453, 790, -156
90400, 14, 367, -446, 800, -159
90501, 16, 380, -440, 810, -161
90602, 18, 393, -434, 815, -163
90703, 20, 406, -428, 820, -164
90804, 22, 419, -421, 825, -165
90905, 24, 432, -415, 830, -166
91006, 20, 430, -351, 840, -168
91108, 16, 428, -288, 850, -170
91209, 12, 426, -224, 855, -171
91310, 8, 424, -160, 860, -172
91411, 4, 422, -96, 865, -173
91512, 0, 420, -33, 870, -174
91613, -4, 418, 31, 880, -176
91714, -8, 416, 95, 890, -178
91815, -8, 416, 95, 890, -178
91916, -8, 416, 95, 890, -178
92017, 3, 411, 53, 875, -176
92118, 14, 406, 10, 860, -173
92219, 25, 401, -33, 840, -170
92320, 36, 396, -75, 820, -166
92421, 47, 391, -118, 795, -162
92522, 58, 386, -160, 770, -158
92623, 69, 381, -203, 735, -153
92724, 80, 376, -245, 700, -147
92825, 82, 377, -239, 650, -141
92926, 84, 378, -234, 600, -134
93029, 86, 379, -228, 555, -125
93130, 88, 380, -223, 510, -117
93231, 90, 381, -217, 450, -109
93332, 92, 382, -211, 390, -99
93433, 94, 383, -206, 360, -90
93534, 96, 384, -200, 330, -82
93635, 79, 346, -177, 300, -73
93736, 62, 308, -154, 270, -66
93837, 45, 270, -131, 240, -59
93938, 28, 232, -108, 210, -52
94039, 11, 194, -84, 180, -45
94140, -6, 156, -61, 150, -39
94241, -23, 118, -38, 125, -32
94342, -40, 80, -15, 100, -27
94443, -35, 70, -13, 80, -21
94544, -30, 60, -11, 60, -16
94645, -25, 50, -9, 45, -12
94746, -20, 40, -8, 30, -8
94848, -15, 30, -6, 20, -5
94949, -10, 20, -4, 10, -2
95050, 0, 0, 0, 0, 0
95151, -5, 31, -1, 10, -1
95252, -10, 62, -1, 20, -3
95353, -15, 93, -2, 35, -6
95454, -20, 124, -3, 50, -9
95555, -25, 155, -3, 70, -12
95656, -30, 186, -4, 90, -16
95757, -35, 217, -4, 110, -20
95858, -40, 248, -5, 130, -23
95959, -44, 258, -16, 155, -28
96060, -48, 268, -28, 180, -32
96161, -52, 278, -39, 210, -37
96262, -56, 288, -50, 240, -42
96363, -60, 298, -61, 270, -48
96464, -64, 308, -73, 300, -53
96565, -68, 318, -84, 320, -59
96666, -72, 328, -95, 340, -64
96768, -51, 327, -102, 365, -68
96869, -30, 326, -109, 390, -73
96970, -9, 325, -116, 420, -78
97071, 12, 324, -123, 450, -84
97172, 33, 323, -129, 485, -90
97273, 54, 322, -136, 520, -96
97374, 75, 321, -143, 565, -102
97475, 96, 320, -150, 610, -110
97576, 85, 321, -189, 635, -117
97677, 74, 322, -229, 660, -123
97778, 63, 323, -268, 680, -129
97879, 52, 324, -308, 700, -135
97980, 41, 325, -347, 715, -139
98081, 30, 326, -386, 730, -143
98182, 19, 327, -426, 740, -147
98283, 8, 328, -465, 750, -149
98384, 10, 341, -459, 770, -152
98485, 12, 354, -453, 790, -156
98586, 14, 367, -446, 800, -159
98688, 16, 380, -440, 810, -161
98789, 18, 393, -434, 815, -163
98890, 20, 406, -428, 820, -164
98991, 22, 419, -421, 825, -165
99092, 24, 432, -415, 830, -166
99193, 20, 430, -351, 840, -168
99294, 16, 428, -288, 850, -170
99395, 12, 426, -224, 855, -171
99496, 8, 424, -160, 860, -172
99597, 4, 422, -96, 865, -173
99698, 0, 420, -33, 870, -174
99799, -4, 418, 31, 880, -176
99900, -8, 416, 95, 890, -178
100001, -8, 416, 95, 890, -178
100102, -8, 416, 95, 890, -178
100203, 3, 411, 53, 875, -176
100304, 14, 406, 10, 860, -173
100405, 25, 401, -33, 840, -170
100506, 36, 396, -75, 820, -166
100608, 47, 391, -118, 795, -162
100709, 58, 386, -160, 770, -158
100810, 69, 381, -203, 735, -153
100911, 80, 376, -245, 700, -147
101012, 82, 377, -239, 650, -141
101113, 84, 378, -234, 600, -134
101214, 86, 379, -228, 555, -126
101315, 88, 380, -223, 510, -117
101416, 90, 381, -217, 450, -109
101517, 92, 382, -211, 390, -99
101618, 94, 383, -206, 360, -90
101719, 96, 384, -200, 330, -81
101820, 79, 346, -177, 300, -73
101921, 62, 308, -154, 270, -66
102022, 45, 270, -131, 240, -59
102124, 28, 232, -108, 210, -52
102225, 11, 194, -84, 180, -45
102326, -6, 156, -61, 150, -39
102427, -23, 118, -38, 125, -33
102528, -40, 80, -15, 100, -27
102629, -35, 70, -13, 80, -21
102730, -30, 60, -11, 60, -16
102831, -25, 50, -9, 45, -12
102932, -20, 40, -8, 30, -8
103033, -15, 30, -6, 20, -5
103134, -10, 20, -4, 10, -2
103235, 0, 0, 0, 0, 0
103336, -5, 31, -1, 10, -1
103437, -10, 62, -1, 20, -3
103538, -15, 93, -2, 35, -6
103639, -20, 124, -3, 50, -9
103740, -25, 155, -3, 70, -12
103841, -30, 186, -4, 90, -16
103942, -35, 217, -4, 110, -20
104043, -40, 248, -5, 130, -23
104144, -44, 258, -16, 155, -28
104245, -48, 268, -28, 180, -32
104346, -52, 278, -39, 210, -37
104448, -56, 288, -50, 240, -42
104549, -60, 298, -61, 270, -48
104650, -64, 308, -73, 300, -53
104751, -68, 318, -84, 320, -59
104852, -72, 328, -95, 340, -64
104953, -51, 327, -102, 365, -68
105054, -30, 326, -109, 390, -73
105155, -9, 325, -116, 420, -78
105256, 12, 324, -123, 450, -84
105357, 33, 323, -129, 485, -90
105458, 54, 322, -136, 520, -96
105559, 75, 321, -143, 565, -102
105660, 96, 320, -150, 610, -110
105761, 85, 321, -189, 635, -117
105862, 74, 322, -229, 660, -123
105963, 63, 323, -268, 680, -129
106064, 52, 324, -308, 700, -135
106165, 41, 325, -347, 715, -139
106266, 30, 326, -386, 730, -143
106368, 19, 327, -426, 740, -147
106469, 8, 328, -465, 750, -149
106570, 10, 341, -459, 770, -152
106671, 12, 354, -453, 790, -156
106772, 14, 367, -446, 800, -159
106873, 16, 380, -440, 810, -162
106974, 18, 393, -434, 815, -163
107075, 20, 406, -428, 820, -164
107176, 22, 419, -421, 825, -165
107277, 24, 432, -415, 830, -166
107378, 20, 430, -351, 840, -168
107479, 16, 428, -288, 850, -170
107580, 12, 426, -224, 855, -171
107681, 8, 424, -160, 860, -172
107782, 4, 422, -96, 865, -173
107883, 0, 420, -33, 870, -174
107984, -4, 418, 31, 880, -176
108085, -8, 416, 95, 890, -178
108186, -8, 416, 95, 890, -178
108288, -8, 416, 95, 890, -178
108389, 3, 411, 53, 875, -176
108490, 14, 406, 10, 860, -173
108591, 25, 401, -33, 840, -170
108692, 36, 396, -75, 820, -166
108794, 47, 391, -118, 795, -162
108895, 58, 386, -160, 770, -158
108996, 69, 381, -203, 735, -153
109097, 80, 376, -245, 700, -147
109199, 82, 377, -239, 650, -141
109300, 84, 378, -234, 600, -133
109401, 86, 379, -228, 555, -126
109502, 88, 380, -223, 510, -117
109603, 90, 381, -217, 450, -109
109704, 92, 382, -211, 390, -99
109805, 94, 383, -206, 360, -90
109906, 96, 384, -200, 330, -81
110007, 79, 346, -177, 300, -74
110108, 62, 308, -154, 270, -66
110209, 45, 270, -131, 240, -59
110310, 28, 232, -108, 210, -52
110411, 11, 194, -84, 180, -45
110513, -6, 156, -61, 150, -39
110614, -23, 118, -38, 125, -32
110715, -40, 80, -15, 100, -27
110816, -35, 70, -13, 80, -21
110917, -30, 60, -11, 60, -16
111019, -25, 50, -9, 45, -12
111120, -20, 40, -8, 30, -8
111221, -15, 30, -6, 20, -5
111322, -10, 20, -4, 10, -3
111423, 0, 0, 0, 0, 0
111524, -5, 31, -1, 10, 0
111625, -10, 62, -1, 20, -3
111726, -15, 93, -2, 35, -6
111827, -20, 124, -3, 50, -9
111928, -25, 155, -3, 70, -12
112029, -30, 186, -4, 90, -16
112130, -35, 217, -4, 110, -20
112231, -40, 248, -5, 130, -23
112332, -44, 258, -16, 155, -28
112433, -48, 268, -28, 180, -32
112534, -52, 278, -39, 210, -37
112635, -56, 288, -50, 240, -42
112736, -60, 298, -61, 270, -47
112837, -64, 308, -73, 300, -53
112939, -68, 318, -84, 320, -59
113040, -72, 328, -95, 340, -64
113141, -51, 327, -102, 365, -68
113242, -30, 326, -109, 390, -73
113343, -9, 325, -116, 420, -78
113444, 12, 324, -123, 450, -84
113545, 33, 323, -129, 485, -89
113646, 54, 322, -136, 520, -96
113747, 75, 321, -143, 565, -102
113848, 96, 320, -150, 610, -109
113949, 85, 321, -189, 635, -117
114050, 74, 322, -229, 660, -123
114151, 63, 323, -268, 680, -129
114252, 52, 324, -308, 700, -135
114353, 41, 325, -347, 715, -139
114454, 30, 326, -386, 730, -143
114555, 19, 327, -426, 740, -147
114656, 8, 328, -465, 750, -149
114757, 10, 341, -459, 770, -152
114859, 12, 354, -453, 790, -156
114960, 14, 367, -446, 800, -159
115061, 16, 380, -440, 810, -161
115162, 18, 393, -434, 815, -163
115263, 20, 406, -428, 820, -164
115364, 22, 419, -421, 825, -165
115465, 24, 432, -415, 830, -166
115566, 20, 430, -351, 840, -168
115667, 16, 428, -288, 850, -170
115768, 12, 426, -224, 855, -171
115869, 8, 424, -160, 860, -172
115970, 4, 422, -96, 865, -173
116071, 0, 420, -33, 870, -174
116172, -4, 418, 31, 880, -176
116273, -8, 416, 95, 890, -178
116374, -8, 416, 95, 890, -178
116475, -8, 416, 95, 890, -178
116576, 3, 411, 53, 875, -176
116677, 14, 406, 10, 860, -173
116779, 25, 401, -33, 840, -170
116880, 36, 396, -75, 820, -166
116981, 47, 391, -118, 795, -162
117082, 58, 386, -160, 770, -158
117183, 69, 381, -203, 735, -153
117284, 80, 376, -245, 700, -147
117385, 82, 377, -239, 650, -141
117486, 84, 378, -234, 600, -134
117587, 86, 379, -228, 555, -125
117688, 88, 380, -223, 510, -117
117789, 90, 381, -217, 450, -109
117890, 92, 382, -211, 390, -99
117991, 94, 383, -206, 360, -90
118092, 96, 384, -200, 330, -81
118193, 79, 346, -177, 300, -73
118294, 62, 308, -154, 270, -66
118395, 45, 270, -131, 240, -59
118496, 28, 232, -108, 210, -52
118597, 11, 194, -84, 180, -45
118699, -6, 156, -61, 150, -39
118800, -23, 118, -38, 125, -32
118901, -40, 80, -15, 100, -27
119002, -35, 70, -13, 80, -21
119103, -30, 60, -11, 60, -16
119204, -25, 50, -9, 45, -12
119305, -20, 40, -8, 30, -8
119406, -15, 30, -6, 20, -5
119507, -10, 20, -4, 10, -2
119608, 0, 0, 0, 0, 0
119709, -5, 31, -1, 10, 0
119810, -10, 62, -1, 20, -3
119911, -15, 93, -2, 35, -6
120012, -20, 124, -3, 50, -9
120113, -25, 155, -3, 70, -12
120214, -30, 186, -4, 90, -16
120315, -35, 217, -4, 110, -20
120416, -40, 248, -5, 130, -23
120517, -44, 258, -16, 155, -27
120619, -48, 268, -28, 180, -32
120720, -52, 278, -39, 210, -37
120821, -56, 288, -50, 240, -42
120922, -60, 298, -61, 270, -47
121023, -64, 308, -73, 300, -53
121124, -68, 318, -84, 320, -59
121225, -72, 328, -95, 340, -63
121326, -51, 327, -102, 365, -68
121427, -30, 326, -109, 390, -73
121528, -9, 325, -116, 420, -78
121629, 12, 324, -123, 450, -84
121730, 33, 323, -129, 485, -89
121831, 54, 322, -136, 520, -96
121932, 75, 321, -143, 565, -102
122033, 96, 320, -150, 610, -109
122134, 85, 321, -189, 635, -117
122235, 74, 322, -229, 660, -123
122336, 63, 323, -268, 680, -129
122437, 52, 324, -308, 700, -135
122539, 41, 325, -347, 715, -139
122640, 30, 326, -386, 730, -143
122741, 19, 327, -426, 740, -147
122842, 8, 328, -465, 750, -149
122943, 10, 341, -459, 770, -152
123044, 12, 354, -453, 790, -156
123145, 14, 367, -446, 800, -159
123246, 16, 380, -440, 810, -161
123347, 18, 393, -434, 815, -163
123448, 20, 406, -428, 820, -164
123549, 22, 419, -421, 825, -165
123650, 24, 432, -415, 830, -166
123751, 20, 430, -351, 840, -168
123852, 16, 428, -288, 850, -170
123953, 12, 426, -224, 855, -171
124054, 8, 424, -160, 860, -172
124155, 4, 422, -96, 865, -173
124256, 0, 420, -33, 870, -174
124357, -4, 418, 31, 880, -176
124459, -8, 416, 95, 890, -178
124560, -8, 416, 95, 890, -178
124661, -8, 416, 95, 890, -178
124762, 3, 411, 53, 875, -176
124863, 14, 406, 10, 860, -173
124964, 25, 401, -33, 840, -170
125065, 36, 396, -75, 820, -166
125166, 47, 391, -118, 795, -162
125267, 58, 386, -160, 770, -158
125368, 69, 381, -203, 735, -153
125469, 80, 376, -245, 700, -147
125570, 82, 377, -239, 650, -141
125671, 84, 378, -234, 600, -134
125772, 86, 379, -228, 555, -126
125873, 88, 380, -223, 510, -118
125974, 90, 381, -217, 450, -109
126075, 92, 382, -211, 390, -99
126176, 94, 383, -206, 360, -90
126277, 96, 384, -200, 330, -81
126379, 79, 346, -177, 300, -73
126480, 62, 308, -154, 270, -66
126581, 45, 270, -131, 240, -59
126682, 28, 232, -108, 210, -52
126783, 11, 194, -84, 180, -45
126884, -6, 156, -61, 150, -39
126986, -23, 118, -38, 125, -32
127087, -40, 80, -15, 100, -27
127188, -35, 70, -13, 80, -21
127290, -30, 60, -11, 60, -16
127391, -25, 50, -9, 45, -12
127492, -20, 40, -8, 30, -8
127593, -15, 30, -6, 20, -5
127694, -10, 20, -4, 10, -2
127795, 0, 0, 0, 0, 0
127896, -5, 31, -1, 10, 0
127997, -10, 62, -1, 20, -3
128098, -15, 93, -2, 35, -6
128199, -20, 124, -3, 50, -9
128300, -25, 155, -3, 70, -12
128401, -30, 186, -4, 90, -16
128502, -35, 217, -4, 110, -20
128603, -40, 248, -5, 130, -23
128704, -44, 258, -16, 155, -28
128805, -48, 268, -28, 180, -32
128906, -52, 278, -39, 210, -37
129007, -56, 288, -50, 240, -42
129108, -60, 298, -61, 270, -48
129210, -64, 308, -73, 300, -53
129311, -68, 318, -84, 320, -59
129412, -72, 328, -95, 340, -64
129513, -51, 327, -102, 365, -68
129614, -30, 326, -109, 390, -73
129716, -9, 325, -116, 420, -78
129817, 12, 324, -123, 450, -84
129918, 33, 323, -129, 485, -90
130020, 54, 322, -136, 520, -96
130121, 75, 321, -143, 565, -102
130222, 96, 320, -150, 610, -110
130323, 85, 321, -189, 635, -117
130424, 74, 322, -229, 660, -123
130525, 63, 323, -268, 680, -129
130626, 52, 324, -308, 700, -135
130727, 41, 325, -347, 715, -139
130828, 30, 326, -386, 730, -143
130929, 19, 327, -426, 740, -147
131030, 8, 328, -465, 750, -149
131131, 10, 341, -459, 770, -152
131232, 12, 354, -453, 790, -156
131333, 14, 367, -446, 800, -159
131434, 16, 380, -440, 810, -161
131535, 18, 393, -434, 815, -163
131636, 20, 406, -428, 820, -164
131737, 22, 419, -421, 825, -165
131838, 24, 432, -415, 830, -166
131940, 20, 430, -351, 840, -168
132041, 16, 428, -288, 850, -170
132142, 12, 426, -224, 855, -171
132243, 8, 424, -160, 860, -172
132344, 4, 422, -96, 865, -173
132445, 0, 420, -33, 870, -174
132546, -4, 418, 31, 880, -176
132647, -8, 416, 95, 890, -178
132748, -8, 416, 95, 890, -178
132849, -8, 416, 95, 890, -178
132950, 3, 411, 53, 875, -176
133051, 14, 406, 10, 860, -173
133152, 25, 401, -33, 840, -170
133253, 36, 396, -75, 820, -166
133354, 47, 391, -118, 795, -162
133455, 58, 386, -160, 770, -158
133556, 69, 381, -203, 735, -153
133657, 80, 376, -245, 700, -147
133758, 82, 377, -239, 650, -141
133860, 84, 378, -234, 600, -133
133961, 86, 379, -228, 555, -125
134062, 88, 380, -223, 510, -117
134163, 90, 381, -217, 450, -109
134264, 92, 382, -211, 390, -99
134365, 94, 383, -206, 360, -90
134466, 96, 384, -200, 330, -81
134567, 79, 346, -177, 300, -73
134669, 62, 308, -154, 270, -66
134770, 45, 270, -131, 240, -59
134871, 28, 232, -108, 210, -52
134972, 11, 194, -84, 180, -45
135073, -6, 156, -61, 150, -39
135175, -23, 118, -38, 125, -32
135276, -40, 80, -15, 100, -27
135377, -35, 70, -13, 80, -21
135478, -30, 60, -11, 60, -16
135579, -25, 50, -9, 45, -12
135680, -20, 40, -8, 30, -8
135781, -15, 30, -6, 20, -5
135882, -10, 20, -4, 10, -2
135983, 0, 0, 0, 0, 0
136084, -5, 31, -1, 10, -1
136185, -10, 62, -1, 20, -3
136286, -15, 93, -2, 35, -6
136387, -20, 124, -3, 50, -9
136488, -25, 155, -3, 70, -12
136589, -30, 186, -4, 90, -16
136690, -35, 217, -4, 110, -20
136791, -40, 248, -5, 130, -23
136892, -44, 258, -16, 155, -28
136993, -48, 268, -28, 180, -32
137094, -52, 278, -39, 210, -37
137195, -56, 288, -50, 240, -42
137296, -60, 298, -61, 270, -48
137397, -64, 308, -73, 300, -53
137498, -68, 318, -84, 320, -59
137600, -72, 328, -95, 340, -64
137701, -51, 327, -102, 365, -68
137802, -30, 326, -109, 390, -73
137903, -9, 325, -116, 420, -78
138004, 12, 324, -123, 450, -84
138105, 33, 323, -129, 485, -90
138206, 54, 322, -136, 520, -96
138307, 75, 321, -143, 565, -102
138408, 96, 320, -150, 610, -110
138509, 85, 321, -189, 635, -117
138610, 74, 322, -229, 660, -123
138711, 63, 323, -268, 680, -129
138812, 52, 324, -308, 700, -135
138913, 41, 325, -347, 715, -139
139014, 30, 326, -386, 730, -143
139115, 19, 327, -426, 740, -147
139216, 8, 328, -465, 750, -149
139317, 10, 341, -459, 770, -152
139418, 12, 354, -453, 790, -156
139520, 14, 367, -446, 800, -159
139621, 16, 380, -440, 810, -162
139722, 18, 393, -434, 815, -163
139823, 20, 406, -428, 820, -164
139924, 22, 419, -421, 825, -165
140025, 24, 432, -415, 830, -166
140126, 20, 430, -351, 840, -168
140227, 16, 428, -288, 850, -170
140328, 12, 426, -224, 855, -171
140429, 8, 424, -160, 860, -172
140530, 4, 422, -96, 865, -173
140631, 0, 420, -33, 870, -174
140732, -4, 418, 31, 880, -176
140833, -8, 416, 95, 890, -178
140934, -8, 416, 95, 890, -178
141035, -8, 416, 95, 890, -178
141136, 3, 411, 53, 875, -176
141237, 14, 406, 10, 860, -173
141338, 25, 401, -33, 840, -170
141440, 36, 396, -75, 820, -166
141542, 47, 391, -118, 795, -162
141643, 58, 386, -160, 770, -158
141744, 69, 381, -203, 735, -153
141845, 80, 376, -245, 700, -147
141946, 82, 377, -239, 650, -141
142047, 84, 378, -234, 600, -133
142148, 86, 379, -228, 555, -125
142249, 88, 380, -223, 510, -117
142351, 90, 381, -217, 450, -109
142452, 92, 382, -211, 390, -99
142553, 94, 383, -206, 360, -90
142654, 96, 384, -200, 330, -81
142755, 79, 346, -177, 300, -73
142856, 62, 308, -154, 270, -66
142957, 45, 270, -131, 240, -59
143058, 28, 232, -108, 210, -52
143159, 11, 194, -84, 180, -45
143260, -6, 156, -61, 150, -39
143361, -23, 118, -38, 125, -33
143462, -40, 80, -15, 100, -27
143563, -35, 70, -13, 80, -21
143664, -30, 60, -11, 60, -16
143765, -25, 50, -9, 45, -12
143866, -20, 40, -8, 30, -8
143967, -15, 30, -6, 20, -4
144068, -10, 20, -4, 10, -1
144169, 0, 0, 0, 0, 1
144271, -5, 31, -1, 10, 1
144372, -10, 62, -1, 20, -2
144473, -15, 93, -2, 35, -5
144574, -20, 124, -3, 50, -8
144675, -25, 155, -3, 70, -11
144776, -30, 186, -4, 90, -15
144877, -35, 217, -4, 110, -19
144978, -40, 248, -5, 130, -22
145079, -44, 258, -16, 155, -27
145180, -48, 268, -28, 180, -31
145281, -52, 278, -39, 210, -36
145382, -56, 288, -50, 240, -41
145483, -60, 298, -61, 270, -47
145584, -64, 308, -73, 300, -52
145685, -68, 318, -84, 320, -58
145786, -72, 328, -95, 340, -63
145887, -51, 327, -102, 365, -67
145988, -30, 326, -109, 390, -72
146089, -9, 325, -116, 420, -77
146191, 12, 324, -123, 450, -83
146292, 33, 323, -129, 485, -89
146393, 54, 322, -136, 520, -95
146494, 75, 321, -143, 565, -101
146595, 96, 320, -150, 610, -109
146696, 85, 321, -189, 635, -116
146797, 74, 322, -229, 660, -122
146898, 63, 323, -268, 680, -128
146999, 52, 324, -308, 700, -134
147100, 41, 325, -347, 715, -138
147201, 30, 326, -386, 730, -142
147302, 19, 327, -426, 740, -146
147403, 8, 328, -465, 750, -148
147504, 10, 341, -459, 770, -151
147605, 12, 354, -453, 790, -155
147706, 14, 367, -446, 800, -158
147807, 16, 380, -440, 810, -160
147908, 18, 393, -434, 815, -162
148009, 20, 406, -428, 820, -163
148111, 22, 419, -421, 825, -164
148212, 24, 432, -415, 830, -165
148313, 20, 430, -351, 840, -167
148414, 16, 428, -288, 850, -169
148515, 12, 426, -224, 855, -170
148616, 8, 424, -160, 860, -171
148717, 4, 422, -96, 865, -172
148818, 0, 420, -33, 870, -173
148919, -4, 418, 31, 880, -175
149020, -8, 416, 95, 890, -177
149121, -8, 416, 95, 890, -177
149222, -8, 416, 95, 890, -177
149323, 3, 411, 53, 875, -175
149424, 14, 406, 10, 860, -172
149525, 25, 401, -33, 840, -169
149626, 36, 396, -75, 820, -165
149727, 47, 391, -118, 795, -161
149828, 58, 386, -160, 770, -157
149929, 69, 381, -203, 735, -152
150031, 80, 376, -245, 700, -146
150132, 82, 377, -239, 650, -140
150233, 84, 378, -234, 600, -132
150334, 86, 379, -228, 555, -124
150435, 88, 380, -223, 510, -116
150536, 90, 381, -217, 450, -108
150637, 92, 382, -211, 390, -98
150738, 94, 383, -206, 360, -89
150839, 96, 384, -200, 330, -80
150940, 79, 346, -177, 300, -72
151041, 62, 308, -154, 270, -65
151143, 45, 270, -131, 240, -58
151244, 28, 232, -108, 210, -51
151345, 11, 194, -84, 180, -44
151446, -6, 156, -61, 150, -38
151547, -23, 118, -38, 125, -31
151648, -40, 80, -15, 100, -26
151750, -35, 70, -13, 80, -20
151851, -30, 60, -11, 60, -15
151952, -25, 50, -9, 45, -11
152053, -20, 40, -8, 30, -7
152154, -15, 30, -6, 20, -4
152255, -10, 20, -4, 10, -1
152356, 0, 0, 0, 0, 1
152457, -5, 31, -1, 10, 1
152558, -10, 62, -1, 20, -2
152659, -15, 93, -2, 35, -5
152760, -20, 124, -3, 50, -8
152861, -25, 155, -3, 70, -11
152962, -30, 186, -4, 90, -15
153063, -35, 217, -4, 110, -19
153164, -40, 248, -5, 130, -22
153265, -44, 258, -16, 155, -26
153366, -48, 268, -28, 180, -31
153467, -52, 278, -39, 210, -36
153568, -56, 288, -50, 240, -41
153669, -60, 298, -61, 270, -46
153771, -64, 308, -73, 300, -52
