-------------------------------------ping (cycle)
's': Emergency Stop and reset
cted single cycle time: 0m 8s 100ms
Available commands:
'l': Start continuous looping (cycle)
's': Emergency Stop and reset
-------------------------------------
4D Phantom Controller Initializing...
Expected single cycle time: 0m 8s 100ms
Available commands:
'l': Start continuous looping (cycle)
's': Emergency Stop and reset
Starting 4-axis synchronized cycle loop...
Time(ms), M1(SI) Target Steps, M2(Lat) Target Steps, M3(AP) Target Steps, M4(Chest) Target Steps, M3 Encoder Steps
21348, 162, 966, -136, 520, 9
21449, 225, 963, -143, 565, -4
21550, 288, 960, -150, 610, -17
21651, 255, 963, -189, 635, -29
21752, 222, 966, -229, 660, -39
21853, 189, 969, -268, 680, -47
21954, 156, 972, -308, 700, -53
22055, 123, 975, -347, 715, -57
22156, 90, 978, -386, 730, -60
22257, 57, 981, -426, 740, -59
22358, 24, 984, -465, 750, -56
22459, 30, 1023, -459, 770, -51
22560, 36, 1062, -453, 790, -44
22661, 42, 1101, -446, 800, -35
22762, 48, 1140, -440, 810, -27
22863, 54, 1179, -434, 815, -20
22964, 60, 1218, -428, 820, -16
23066, 66, 1257, -421, 825, -13
23168, 72, 1296, -415, 830, -14
23269, 60, 1290, -351, 840, -16
23371, 48, 1284, -288, 850, -16
23472, 36, 1278, -224, 855, -13
23573, 24, 1272, -160, 860, -10
23674, 12, 1266, -96, 865, -8
23775, 0, 1260, -33, 870, -5
23876, -12, 1254, 31, 880, -3
23977, -24, 1248, 95, 890, 0
24079, -24, 1248, 95, 890, 0
24180, -24, 1248, 95, 890, 0
24281, 9, 1233, 53, 875, -2
24382, 42, 1218, 10, 860, -6
24483, 75, 1203, -33, 840, -12
24584, 108, 1188, -75, 820, -18
24685, 141, 1173, -118, 795, -25
24786, 174, 1158, -160, 770, -31
24887, 207, 1143, -203, 735, -38
24988, 240, 1128, -245, 700, -44
25089, 246, 1131, -239, 650, -49
25190, 252, 1134, -234, 600, -53
25291, 258, 1137, -228, 555, -56
25392, 264, 1140, -223, 510, -58
25493, 270, 1143, -217, 450, -60
25594, 276, 1146, -211, 390, -61
25695, 282, 1149, -206, 360, -62
25796, 288, 1152, -200, 330, -63
25897, 237, 1038, -177, 300, -62
25999, 186, 924, -154, 270, -59
26100, 135, 810, -131, 240, -53
26201, 84, 696, -108, 210, -45
26302, 33, 582, -84, 180, -36
26403, -18, 468, -61, 150, -26
26504, -69, 354, -38, 125, -16
26605, -120, 240, -15, 100, -6
26706, -105, 210, -13, 80, 2
26807, -90, 180, -11, 60, 9
26908, -75, 150, -9, 45, 14
27009, -60, 120, -8, 30, 17
27110, -45, 90, -6, 20, 18
27211, -30, 60, -4, 10, 15
27312, 0, 0, 0, 0, 11
27413, -15, 93, -1, 10, 5
27514, -30, 186, -1, 20, 1
27615, -45, 279, -2, 35, -2
27716, -60, 372, -3, 50, -1
27817, -75, 465, -3, 70, 2
27919, -90, 558, -4, 90, 7
28020, -105, 651, -4, 110, 11
28121, -120, 744, -5, 130, 16
28222, -132, 774, -16, 155, 19
28323, -144, 804, -28, 180, 22
28424, -156, 834, -39, 210, 25
28525, -168, 864, -50, 240, 27
28626, -180, 894, -61, 270, 30
28727, -192, 924, -73, 300, 32
28829, -204, 954, -84, 320, 34
28930, -216, 984, -95, 340, 37
29031, -153, 981, -102, 365, 38
29132, -90, 978, -109, 390, 36
29233, -27, 975, -116, 420, 32
29334, 36, 972, -123, 450, 25
29435, 99, 969, -129, 485, 17
29536, 162, 966, -136, 520, 7
29637, 225, 963, -143, 565, -6
29739, 288, 960, -150, 610, -19
29840, 255, 963, -189, 635, -31
29941, 222, 966, -229, 660, -41
30042, 189, 969, -268, 680, -49
30143, 156, 972, -308, 700, -55
30244, 123, 975, -347, 715, -60
30345, 90, 978, -386, 730, -62
30446, 57, 981, -426, 740, -61
30547, 24, 984, -465, 750, -58
30648, 30, 1023, -459, 770, -53
30749, 36, 1062, -453, 790, -46
30850, 42, 1101, -446, 800, -37
30951, 48, 1140, -440, 810, -29
31052, 54, 1179, -434, 815, -22
31153, 60, 1218, -428, 820, -18
31254, 66, 1257, -421, 825, -15
31355, 72, 1296, -415, 830, -16
31456, 60, 1290, -351, 840, -18
31557, 48, 1284, -288, 850, -18
31659, 36, 1278, -224, 855, -15
31760, 24, 1272, -160, 860, -12
31861, 12, 1266, -96, 865, -10
31962, 0, 1260, -33, 870, -7
32063, -12, 1254, 31, 880, -5
32164, -24, 1248, 95, 890, -2
32265, -24, 1248, 95, 890, -1
32366, -24, 1248, 95, 890, -2
32467, 9, 1233, 53, 875, -3
32568, 42, 1218, 10, 860, -7
32669, 75, 1203, -33, 840, -13
32770, 108, 1188, -75, 820, -19
32871, 141, 1173, -118, 795, -26
32972, 174, 1158, -160, 770, -32
33073, 207, 1143, -203, 735, -39
33174, 240, 1128, -245, 700, -45
33276, 246, 1131, -239, 650, -51
33378, 252, 1134, -234, 600, -55
33479, 258, 1137, -228, 555, -57
33580, 264, 1140, -223, 510, -59
33681, 270, 1143, -217, 450, -61
33782, 276, 1146, -211, 390, -62
33883, 282, 1149, -206, 360, -63
33984, 288, 1152, -200, 330, -64
34085, 237, 1038, -177, 300, -63
34186, 186, 924, -154, 270, -60
34287, 135, 810, -131, 240, -54
34388, 84, 696, -108, 210, -46
34490, 33, 582, -84, 180, -37
34591, -18, 468, -61, 150, -27
34692, -69, 354, -38, 125, -17
34793, -120, 240, -15, 100, -7
34895, -105, 210, -13, 80, 2
34996, -90, 180, -11, 60, 8
35097, -75, 150, -9, 45, 13
35198, -60, 120, -8, 30, 16
35300, -45, 90, -6, 20, 17
35401, -30, 60, -4, 10, 14
35502, 0, 0, 0, 0, 10
35603, -15, 93, -1, 10, 4
35704, -30, 186, -1, 20, 0
35805, -45, 279, -2, 35, -3
35906, -60, 372, -3, 50, -2
36007, -75, 465, -3, 70, 1
36108, -90, 558, -4, 90, 5
36209, -105, 651, -4, 110, 10
36310, -120, 744, -5, 130, 14
36411, -132, 774, -16, 155, 18
36512, -144, 804, -28, 180, 21
36613, -156, 834, -39, 210, 24
36714, -168, 864, -50, 240, 26
36815, -180, 894, -61, 270, 29
36916, -192, 924, -73, 300, 31
37017, -204, 954, -84, 320, 33
37118, -216, 984, -95, 340, 36
37221, -153, 981, -102, 365, 37
37322, -90, 978, -109, 390, 35
37423, -27, 975, -116, 420, 31
37524, 36, 972, -123, 450, 24
37625, 99, 969, -129, 485, 16
37726, 162, 966, -136, 520, 6
37827, 225, 963, -143, 565, -7
37929, 288, 960, -150, 610, -20
38031, 255, 963, -189, 635, -32
38132, 222, 966, -229, 660, -42
38233, 189, 969, -268, 680, -50
38334, 156, 972, -308, 700, -56
38435, 123, 975, -347, 715, -61
38536, 90, 978, -386, 730, -63
38637, 57, 981, -426, 740, -62
38738, 24, 984, -465, 750, -59
38839, 30, 1023, -459, 770, -54
38940, 36, 1062, -453, 790, -47
39041, 42, 1101, -446, 800, -38
39142, 48, 1140, -440, 810, -30
39244, 54, 1179, -434, 815, -23
39345, 60, 1218, -428, 820, -19
39446, 66, 1257, -421, 825, -16
39547, 72, 1296, -415, 830, -17
39648, 60, 1290, -351, 840, -19
39749, 48, 1284, -288, 850, -19
39851, 36, 1278, -224, 855, -16
39952, 24, 1272, -160, 860, -13
40053, 12, 1266, -96, 865, -11
40154, 0, 1260, -33, 870, -8
40255, -12, 1254, 31, 880, -6
40356, -24, 1248, 95, 890, -3
40457, -24, 1248, 95, 890, -3
40558, -24, 1248, 95, 890, -3
40659, 9, 1233, 53, 875, -5
40760, 42, 1218, 10, 860, -9
40861, 75, 1203, -33, 840, -15
40962, 108, 1188, -75, 820, -21
41063, 141, 1173, -118, 795, -28
41165, 174, 1158, -160, 770, -34
41267, 207, 1143, -203, 735, -41
41368, 240, 1128, -245, 700, -47
41469, 246, 1131, -239, 650, -53
41570, 252, 1134, -234, 600, -56
41671, 258, 1137, -228, 555, -59
41772, 264, 1140, -223, 510, -61
41873, 270, 1143, -217, 450, -63
41974, 276, 1146, -211, 390, -64
42075, 282, 1149, -206, 360, -65
42176, 288, 1152, -200, 330, -66
42277, 237, 1038, -177, 300, -65
42378, 186, 924, -154, 270, -62
42479, 135, 810, -131, 240, -56
42580, 84, 696, -108, 210, -48
42682, 33, 582, -84, 180, -39
42783, -18, 468, -61, 150, -29
42885, -69, 354, -38, 125, -19
42986, -120, 240, -15, 100, -9
43087, -105, 210, -13, 80, 0
43188, -90, 180, -11, 60, 6
43289, -75, 150, -9, 45, 11
43390, -60, 120, -8, 30, 14
43492, -45, 90, -6, 20, 15
43593, -30, 60, -4, 10, 12
43694, 0, 0, 0, 0, 8
43795, -15, 93, -1, 10, 2
43896, -30, 186, -1, 20, -2
43997, -45, 279, -2, 35, -5
44098, -60, 372, -3, 50, -4
44199, -75, 465, -3, 70, -1
44300, -90, 558, -4, 90, 4
44401, -105, 651, -4, 110, 8
44502, -120, 744, -5, 130, 13
44603, -132, 774, -16, 155, 16
44705, -144, 804, -28, 180, 19
44806, -156, 834, -39, 210, 22
44907, -168, 864, -50, 240, 24
45008, -180, 894, -61, 270, 27
45109, -192, 924, -73, 300, 29
45210, -204, 954, -84, 320, 31
45312, -216, 984, -95, 340, 34
45413, -153, 981, -102, 365, 35
45514, -90, 978, -109, 390, 33
45615, -27, 975, -116, 420, 28
45716, 36, 972, -123, 450, 22
45817, 99, 969, -129, 485, 14
45918, 162, 966, -136, 520, 3
46019, 225, 963, -143, 565, -9
46120, 288, 960, -150, 610, -22
46221, 255, 963, -189, 635, -34
46323, 222, 966, -229, 660, -44
46425, 189, 969, -268, 680, -52
46527, 156, 972, -308, 700, -59
46628, 123, 975, -347, 715, -63
46729, 90, 978, -386, 730, -65
46830, 57, 981, -426, 740, -64
46931, 24, 984, -465, 750, -61
47032, 30, 1023, -459, 770, -56
47133, 36, 1062, -453, 790, -49
47234, 42, 1101, -446, 800, -40
47335, 48, 1140, -440, 810, -31
47436, 54, 1179, -434, 815, -25
47537, 60, 1218, -428, 820, -21
47638, 66, 1257, -421, 825, -18
47739, 72, 1296, -415, 830, -19
47840, 60, 1290, -351, 840, -21
47941, 48, 1284, -288, 850, -21
48043, 36, 1278, -224, 855, -18
48144, 24, 1272, -160, 860, -15
48245, 12, 1266, -96, 865, -13
48346, 0, 1260, -33, 870, -10
48447, -12, 1254, 31, 880, -8
48548, -24, 1248, 95, 890, -5
48649, -24, 1248, 95, 890, -5
48750, -24, 1248, 95, 890, -5
48851, 9, 1233, 53, 875, -7
48952, 42, 1218, 10, 860, -11
49053, 75, 1203, -33, 840, -17
49154, 108, 1188, -75, 820, -23
49255, 141, 1173, -118, 795, -30
49356, 174, 1158, -160, 770, -36
49457, 207, 1143, -203, 735, -43
49558, 240, 1128, -245, 700, -49
49660, 246, 1131, -239, 650, -55
49762, 252, 1134, -234, 600, -59
49863, 258, 1137, -228, 555, -61
49964, 264, 1140, -223, 510, -63
50065, 270, 1143, -217, 450, -65
50166, 276, 1146, -211, 390, -66
50267, 282, 1149, -206, 360, -67
50368, 288, 1152, -200, 330, -68
50469, 237, 1038, -177, 300, -67
50570, 186, 924, -154, 270, -64
50671, 135, 810, -131, 240, -58
50772, 84, 696, -108, 210, -50
50874, 33, 582, -84, 180, -41
50975, -18, 468, -61, 150, -31
51076, -69, 354, -38, 125, -21
51177, -120, 240, -15, 100, -11
51278, -105, 210, -13, 80, -3
51379, -90, 180, -11, 60, 4
51480, -75, 150, -9, 45, 9
51581, -60, 120, -8, 30, 12
51682, -45, 90, -6, 20, 13
51783, -30, 60, -4, 10, 10
51884, 0, 0, 0, 0, 6
51985, -15, 93, -1, 10, 0
52086, -30, 186, -1, 20, -4
Emergency stop command received!
Ready for new commands (Type 'l' to start cycle).
