-------------------------------------
ng (cycle)
's': Emergency Stop and reset
cted single cycle time: 0m 8s 100ms
Available commands:
'l': Start continuous looping (cycle)
's': Emergency Stop and reset
-------------------------------------
4D Phantom Controller Initializing...
Expected single cycle time: 0m 8s 100ms
Available commands:
'l': Start continuous looping (cycle)
's': Emergency Stop and reset
Starting 4-axis synchronized cycle loop...
Time(ms), M1(SI) Target Steps, M2(Lat) Target Steps, M3(AP) Target Steps, M4(Chest) Target Steps, M3 Encoder Steps
23534, 48, 1140, -440, 810, -216
23635, 54, 1179, -434, 815, -223
23736, 60, 1218, -428, 820, -231
23838, 66, 1257, -421, 825, -239
23939, 72, 1296, -415, 830, -246
24040, 60, 1290, -351, 840, -252
24141, 48, 1284, -288, 850, -256
24242, 36, 1278, -224, 855, -258
24343, 24, 1272, -160, 860, -258
24444, 12, 1266, -96, 865, -255
24545, 0, 1260, -33, 870, -253
24646, -12, 1254, 31, 880, -251
24747, -24, 1248, 95, 890, -250
24848, -24, 1248, 95, 890, -250
24949, -24, 1248, 95, 890, -250
25050, 9, 1233, 53, 875, -248
25151, 42, 1218, 10, 860, -246
25252, 75, 1203, -33, 840, -243
25353, 108, 1188, -75, 820, -240
25454, 141, 1173, -118, 795, -237
25555, 174, 1158, -160, 770, -234
25658, 207, 1143, -203, 735, -231
25759, 240, 1128, -245, 700, -228
25860, 246, 1131, -239, 650, -226
25961, 252, 1134, -234, 600, -227
26062, 258, 1137, -228, 555, -228
26163, 264, 1140, -223, 510, -228
26264, 270, 1143, -217, 450, -229
26365, 276, 1146, -211, 390, -229
26466, 282, 1149, -206, 360, -230
26567, 288, 1152, -200, 330, -231
26668, 237, 1038, -177, 300, -229
26769, 186, 924, -154, 270, -225
26870, 135, 810, -131, 240, -219
26971, 84, 696, -108, 210, -212
27072, 33, 582, -84, 180, -202
27174, -18, 468, -61, 150, -191
27275, -69, 354, -38, 125, -178
27377, -120, 240, -15, 100, -163
27478, -105, 210, -13, 80, -146
27580, -90, 180, -11, 60, -128
27681, -75, 150, -9, 45, -110
27782, -60, 120, -8, 30, -93
27883, -45, 90, -6, 20, -77
27984, -30, 60, -4, 10, -62
28085, 0, 0, 0, 0, -48
28186, -15, 93, -1, 10, -36
28288, -30, 186, -1, 20, -25
28389, -45, 279, -2, 35, -16
28490, -60, 372, -3, 50, -10
28591, -75, 465, -3, 70, -5
28692, -90, 558, -4, 90, -2
28793, -105, 651, -4, 110, -1
28894, -120, 744, -5, 130, -4
28995, -132, 774, -16, 155, -8
29096, -144, 804, -28, 180, -15
29197, -156, 834, -39, 210, -24
29298, -168, 864, -50, 240, -34
29399, -180, 894, -61, 270, -47
29500, -192, 924, -73, 300, -61
29602, -204, 954, -84, 320, -77
29704, -216, 984, -95, 340, -95
29805, -153, 981, -102, 365, -114
29906, -90, 978, -109, 390, -130
30008, -27, 975, -116, 420, -145
30109, 36, 972, -123, 450, -157
30210, 99, 969, -129, 485, -168
30311, 162, 966, -136, 520, -177
30412, 225, 963, -143, 565, -185
30513, 288, 960, -150, 610, -190
30614, 255, 963, -189, 635, -193
30715, 222, 966, -229, 660, -195
30816, 189, 969, -268, 680, -194
30917, 156, 972, -308, 700, -195
31019, 123, 975, -347, 715, -195
31120, 90, 978, -386, 730, -196
31221, 57, 981, -426, 740, -196
31322, 24, 984, -465, 750, -197
31423, 30, 1023, -459, 770, -199
31524, 36, 1062, -453, 790, -203
31625, 42, 1101, -446, 800, -209
31726, 48, 1140, -440, 810, -216
31827, 54, 1179, -434, 815, -224
31928, 60, 1218, -428, 820, -231
32030, 66, 1257, -421, 825, -239
32131, 72, 1296, -415, 830, -246
32232, 60, 1290, -351, 840, -252
32334, 48, 1284, -288, 850, -256
32435, 36, 1278, -224, 855, -258
32536, 24, 1272, -160, 860, -258
32637, 12, 1266, -96, 865, -255
32738, 0, 1260, -33, 870, -253
32839, -12, 1254, 31, 880, -251
32940, -24, 1248, 95, 890, -250
33041, -24, 1248, 95, 890, -250
33142, -24, 1248, 95, 890, -250
33243, 9, 1233, 53, 875, -248
33344, 42, 1218, 10, 860, -246
33445, 75, 1203, -33, 840, -243
33546, 108, 1188, -75, 820, -240
33647, 141, 1173, -118, 795, -237
33750, 174, 1158, -160, 770, -234
33851, 207, 1143, -203, 735, -231
33952, 240, 1128, -245, 700, -228
34054, 246, 1131, -239, 650, -226
34156, 252, 1134, -234, 600, -227
34257, 258, 1137, -228, 555, -228
34358, 264, 1140, -223, 510, -228
34459, 270, 1143, -217, 450, -229
34560, 276, 1146, -211, 390, -229
34661, 282, 1149, -206, 360, -230
34762, 288, 1152, -200, 330, -231
34863, 237, 1038, -177, 300, -229
34964, 186, 924, -154, 270, -225
35065, 135, 810, -131, 240, -219
35166, 84, 696, -108, 210, -212
35267, 33, 582, -84, 180, -202
35368, -18, 468, -61, 150, -191
35469, -69, 354, -38, 125, -178
35570, -120, 240, -15, 100, -163
35671, -105, 210, -13, 80, -146
35772, -90, 180, -11, 60, -128
35873, -75, 150, -9, 45, -110
35974, -60, 120, -8, 30, -93
36075, -45, 90, -6, 20, -77
36176, -30, 60, -4, 10, -62
36277, 0, 0, 0, 0, -48
36378, -15, 93, -1, 10, -36
36480, -30, 186, -1, 20, -25
36581, -45, 279, -2, 35, -16
36682, -60, 372, -3, 50, -10
36783, -75, 465, -3, 70, -5
36884, -90, 558, -4, 90, -2
36985, -105, 651, -4, 110, -1
37086, -120, 744, -5, 130, -4
37187, -132, 774, -16, 155, -8
37288, -144, 804, -28, 180, -15
37389, -156, 834, -39, 210, -24
37490, -168, 864, -50, 240, -34
37591, -180, 894, -61, 270, -46
37692, -192, 924, -73, 300, -61
37793, -204, 954, -84, 320, -77
37894, -216, 984, -95, 340, -95
37995, -153, 981, -102, 365, -113
38097, -90, 978, -109, 390, -130
38198, -27, 975, -116, 420, -144
38299, 36, 972, -123, 450, -157
38400, 99, 969, -129, 485, -168
38501, 162, 966, -136, 520, -177
38602, 225, 963, -143, 565, -185
38703, 288, 960, -150, 610, -190
38804, 255, 963, -189, 635, -193
38905, 222, 966, -229, 660, -195
39006, 189, 969, -268, 680, -194
39107, 156, 972, -308, 700, -195
39208, 123, 975, -347, 715, -195
39309, 90, 978, -386, 730, -196
39410, 57, 981, -426, 740, -196
39511, 24, 984, -465, 750, -197
39612, 30, 1023, -459, 770, -199
39713, 36, 1062, -453, 790, -203
39814, 42, 1101, -446, 800, -209
39915, 48, 1140, -440, 810, -216
40016, 54, 1179, -434, 815, -223
40117, 60, 1218, -428, 820, -231
40218, 66, 1257, -421, 825, -239
40320, 72, 1296, -415, 830, -246
40421, 60, 1290, -351, 840, -252
40522, 48, 1284, -288, 850, -256
40623, 36, 1278, -224, 855, -258
40724, 24, 1272, -160, 860, -258
40825, 12, 1266, -96, 865, -255
40926, 0, 1260, -33, 870, -253
41027, -12, 1254, 31, 880, -251
41128, -24, 1248, 95, 890, -250
41229, -24, 1248, 95, 890, -250
41330, -24, 1248, 95, 890, -250
41431, 9, 1233, 53, 875, -248
41532, 42, 1218, 10, 860, -246
41633, 75, 1203, -33, 840, -243
41734, 108, 1188, -75, 820, -240
41835, 141, 1173, -118, 795, -237
41936, 174, 1158, -160, 770, -234
42037, 207, 1143, -203, 735, -231
42138, 240, 1128, -245, 700, -228
42240, 246, 1131, -239, 650, -226
42342, 252, 1134, -234, 600, -227
42443, 258, 1137, -228, 555, -228
42544, 264, 1140, -223, 510, -228
42646, 270, 1143, -217, 450, -229
42747, 276, 1146, -211, 390, -229
42848, 282, 1149, -206, 360, -230
42949, 288, 1152, -200, 330, -231
43051, 237, 1038, -177, 300, -229
43152, 186, 924, -154, 270, -225
43253, 135, 810, -131, 240, -219
43354, 84, 696, -108, 210, -212
43455, 33, 582, -84, 180, -202
43557, -18, 468, -61, 150, -191
43658, -69, 354, -38, 125, -178
43759, -120, 240, -15, 100, -163
43860, -105, 210, -13, 80, -146
43963, -90, 180, -11, 60, -127
44065, -75, 150, -9, 45, -109
44166, -60, 120, -8, 30, -92
44267, -45, 90, -6, 20, -76
44368, -30, 60, -4, 10, -62
44469, 0, 0, 0, 0, -48
44570, -15, 93, -1, 10, -35
44672, -30, 186, -1, 20, -25
44773, -45, 279, -2, 35, -16
44874, -60, 372, -3, 50, -9
44975, -75, 465, -3, 70, -5
45076, -90, 558, -4, 90, -2
45177, -105, 651, -4, 110, -1
45278, -120, 744, -5, 130, -4
45379, -132, 774, -16, 155, -9
45480, -144, 804, -28, 180, -16
45581, -156, 834, -39, 210, -24
45682, -168, 864, -50, 240, -35
45784, -180, 894, -61, 270, -48
45886, -192, 924, -73, 300, -63
45987, -204, 954, -84, 320, -79
46088, -216, 984, -95, 340, -97
46189, -153, 981, -102, 365, -114
46291, -90, 978, -109, 390, -131
46392, -27, 975, -116, 420, -146
46493, 36, 972, -123, 450, -158
46594, 99, 969, -129, 485, -169
46695, 162, 966, -136, 520, -178
46796, 225, 963, -143, 565, -184
46897, 288, 960, -150, 610, -190
46998, 255, 963, -189, 635, -193
47099, 222, 966, -229, 660, -194
47201, 189, 969, -268, 680, -193
47302, 156, 972, -308, 700, -194
47403, 123, 975, -347, 715, -194
47504, 90, 978, -386, 730, -195
47605, 57, 981, -426, 740, -195
47706, 24, 984, -465, 750, -196
47807, 30, 1023, -459, 770, -198
47908, 36, 1062, -453, 790, -202
48009, 42, 1101, -446, 800, -208
48110, 48, 1140, -440, 810, -215
48211, 54, 1179, -434, 815, -222
48312, 60, 1218, -428, 820, -230
48413, 66, 1257, -421, 825, -238
48514, 72, 1296, -415, 830, -245
48615, 60, 1290, -351, 840, -251
48717, 48, 1284, -288, 850, -255
48818, 36, 1278, -224, 855, -257
48919, 24, 1272, -160, 860, -257
49020, 12, 1266, -96, 865, -254
49121, 0, 1260, -33, 870, -252
49222, -12, 1254, 31, 880, -250
49323, -24, 1248, 95, 890, -249
49424, -24, 1248, 95, 890, -249
49525, -24, 1248, 95, 890, -249
49626, 9, 1233, 53, 875, -247
49727, 42, 1218, 10, 860, -245
49828, 75, 1203, -33, 840, -242
49929, 108, 1188, -75, 820, -239
50030, 141, 1173, -118, 795, -236
50132, 174, 1158, -160, 770, -233
50234, 207, 1143, -203, 735, -230
50335, 240, 1128, -245, 700, -227
50436, 246, 1131, -239, 650, -225
50537, 252, 1134, -234, 600, -226
50638, 258, 1137, -228, 555, -227
50739, 264, 1140, -223, 510, -227
50840, 270, 1143, -217, 450, -228
50941, 276, 1146, -211, 390, -228
51042, 282, 1149, -206, 360, -229
51143, 288, 1152, -200, 330, -230
51244, 237, 1038, -177, 300, -228
51345, 186, 924, -154, 270, -224
51446, 135, 810, -131, 240, -218
51547, 84, 696, -108, 210, -211
51648, 33, 582, -84, 180, -201
51749, -18, 468, -61, 150, -190
51850, -69, 354, -38, 125, -177
51951, -120, 240, -15, 100, -162
52052, -105, 210, -13, 80, -145
52154, -90, 180, -11, 60, -127
52255, -75, 150, -9, 45, -109
52356, -60, 120, -8, 30, -92
52457, -45, 90, -6, 20, -76
52558, -30, 60, -4, 10, -61
52659, 0, 0, 0, 0, -48
52760, -15, 93, -1, 10, -35
52861, -30, 186, -1, 20, -24
Emergency stop command received!
Ready for new commands (Type 'l' to start cycle).
